epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
131,6024.82,1.43792,1.55934,0.01916,0.71766,0.71905,0.73323,0.40136,1.62942,1.11647,0.02513,0.00687273,0.00229091,0.00687273,0.00229091,0.00687273,0.00229091,0.00687273,0.00229091
132,6102.9,1.4398,1.57833,0.01935,0.71244,0.72388,0.73439,0.40226,1.62906,1.11621,0.02513,0.00684283,0.00228094,0.00684283,0.00228094,0.00684283,0.00228094,0.00684283,0.00228094
133,6181.08,1.43986,1.5673,0.01924,0.71703,0.72172,0.73434,0.40236,1.62996,1.11814,0.02512,0.00681278,0.00227093,0.00681278,0.00227093,0.00681278,0.00227093,0.00681278,0.00227093
134,6259.11,1.44736,1.5664,0.01933,0.7198,0.72131,0.73373,0.40171,1.62947,1.12082,0.02508,0.00678259,0.00226086,0.00678259,0.00226086,0.00678259,0.00226086,0.00678259,0.00226086
135,6337.11,1.42669,1.54044,0.01879,0.72144,0.72074,0.73316,0.40145,1.62757,1.1229,0.02504,0.00675227,0.00225076,0.00675227,0.00225076,0.00675227,0.00225076,0.00675227,0.00225076
136,6417.79,1.42832,1.53974,0.01897,0.72291,0.71978,0.73339,0.40209,1.62884,1.11965,0.02502,0.00672181,0.0022406,0.00672181,0.0022406,0.00672181,0.0022406,0.00672181,0.0022406
137,6498.17,1.42968,1.56352,0.01879,0.72559,0.7162,0.73317,0.40117,1.62908,1.11984,0.02507,0.00669121,0.0022304,0.00669121,0.0022304,0.00669121,0.0022304,0.00669121,0.0022304
138,6578.67,1.43213,1.55396,0.01914,0.72965,0.71729,0.73274,0.40084,1.62972,1.12075,0.02509,0.00666049,0.00222016,0.00666049,0.00222016,0.00666049,0.00222016,0.00666049,0.00222016
139,6659.38,1.42985,1.55963,0.01907,0.73294,0.71366,0.73303,0.40054,1.63188,1.12049,0.02512,0.00662963,0.00220988,0.00662963,0.00220988,0.00662963,0.00220988,0.00662963,0.00220988
140,6739.81,1.43143,1.54635,0.01897,0.73081,0.71445,0.73232,0.40034,1.63653,1.11875,0.02525,0.00659864,0.00219955,0.00659864,0.00219955,0.00659864,0.00219955,0.00659864,0.00219955
141,6820.31,1.43107,1.54093,0.01905,0.73882,0.71449,0.73223,0.4001,1.63713,1.11876,0.02524,0.00656753,0.00218918,0.00656753,0.00218918,0.00656753,0.00218918,0.00656753,0.00218918
142,6901.33,1.42199,1.54434,0.01869,0.73524,0.71353,0.73258,0.40076,1.63627,1.11928,0.02523,0.00653629,0.00217876,0.00653629,0.00217876,0.00653629,0.00217876,0.00653629,0.00217876
143,6981.91,1.41949,1.53823,0.01896,0.73321,0.71591,0.73323,0.40136,1.63666,1.11967,0.02526,0.00650493,0.00216831,0.00650493,0.00216831,0.00650493,0.00216831,0.00650493,0.00216831
144,7062.57,1.42369,1.55206,0.01869,0.73983,0.71112,0.7335,0.40097,1.6391,1.11752,0.02532,0.00647345,0.00215782,0.00647345,0.00215782,0.00647345,0.00215782,0.00647345,0.00215782
145,7143.06,1.41311,1.53417,0.01872,0.73948,0.70893,0.7338,0.4005,1.64111,1.12217,0.02535,0.00644185,0.00214728,0.00644185,0.00214728,0.00644185,0.00214728,0.00644185,0.00214728
146,7223.59,1.41785,1.53011,0.01886,0.73899,0.70896,0.73381,0.39978,1.6405,1.12885,0.0253,0.00641013,0.00213671,0.00641013,0.00213671,0.00641013,0.00213671,0.00641013,0.00213671
147,7304.24,1.42617,1.53226,0.01916,0.74152,0.70899,0.73494,0.40071,1.64028,1.12913,0.0253,0.0063783,0.0021261,0.0063783,0.0021261,0.0063783,0.0021261,0.0063783,0.0021261
148,7384.85,1.41839,1.50585,0.01872,0.7398,0.71121,0.7345,0.3994,1.64277,1.12934,0.02536,0.00634635,0.00211545,0.00634635,0.00211545,0.00634635,0.00211545,0.00634635,0.00211545
149,7465.45,1.41716,1.49911,0.01871,0.73919,0.70971,0.734,0.39856,1.64316,1.13051,0.02536,0.00631429,0.00210476,0.00631429,0.00210476,0.00631429,0.00210476,0.00631429,0.00210476
150,7546.08,1.40828,1.5251,0.01885,0.74494,0.70703,0.73396,0.39912,1.6456,1.12554,0.02544,0.00628213,0.00209404,0.00628213,0.00209404,0.00628213,0.00209404,0.00628213,0.00209404
